product_id;product_name;department;aisle
14964;Limón Potato Chips;snacks;chips pretzels
15011;Pita Chips, Simply Naked;snacks;chips pretzels
15095;Kettle Cooked Potato Chips Original (15 Oz);snacks;chips pretzels
15096;Cheddar Tortilla Chips;snacks;chips pretzels
15139;Simply Yellow Corn Tortilla Chips;snacks;chips pretzels
15156;Hot 'N Spicy Chicharrones;snacks;chips pretzels
15246;Sweet Potato Popped Chips;snacks;chips pretzels
15252;Sesame Seaweed Chips;snacks;chips pretzels
15328;Peanut Butter Filled Pretzels;snacks;chips pretzels
15386;Whole Grain White Corn Salted Tortilla Chips;snacks;chips pretzels
15646;Organic Sriracha Seaweed;snacks;chips pretzels
15671;Quinoa Puffs, Herbes de Provence;snacks;chips pretzels
15686;Classic Pretzel Crackers;snacks;chips pretzels
15785;Sticks The Pounder Pretzels;snacks;chips pretzels
15787;Roulette Chips;snacks;chips pretzels
15920;Variety Pack Hawaiian Potato Chips;snacks;chips pretzels
16007;Nacho Cheese Tortilla Crisps;snacks;chips pretzels
16014;Barbeque Potato;snacks;chips pretzels
16124;Baked Parmesan Garlic Lentil Chips;snacks;chips pretzels
16142;Salted Pretzel Sticks;snacks;chips pretzels
16242;Family Size Lightly Salted Potato Chips;snacks;chips pretzels
16319;Cheezy Herb Brussel Bites;snacks;chips pretzels
16332;Sriracha Tortilla Chips;snacks;chips pretzels
16345;Spinach & Kale;snacks;chips pretzels
16410;Kettle Cooked Sea Salt & Cracked Pepper Potato Chips;snacks;chips pretzels
16416;Popchips 3.0 Oz Cheddar Potato;snacks;chips pretzels
16444;Dip Etizers Dip Cheesy Spinach & Artichoke;snacks;chips pretzels
16589;Plantain Chips;snacks;chips pretzels
16619;Chili Cheese Flavored Corn Chips;snacks;chips pretzels
16756;Flamin Hot Potato Chips;snacks;chips pretzels
16896;Potato Chips Sweet Potato;snacks;chips pretzels
16900;Original Whole Grain Chips;snacks;chips pretzels
16974;Sea Salt Brown Rice Crackers;snacks;chips pretzels
17094;Fiesta Size Strips Restaurant Style Tortilla Chips;snacks;chips pretzels
17103;Ripples Sour Cream & Onion Flavored Potato Chips;snacks;chips pretzels
17238;100 Calorie Variety Sack;snacks;chips pretzels
17268;Original Potato Chips Triple Pack;snacks;chips pretzels
17312;Cheese Corn Thins;snacks;chips pretzels
17319;Chickpeas Red Peppers Potatoes;snacks;chips pretzels
17331;Coconut Oil Kettle Cooked Potato Chips Sea Salt;snacks;chips pretzels
17336;Chips Onion Applewood BBQ;snacks;chips pretzels
17349;Taco Explosion Mix Tortilla Snacks;snacks;chips pretzels
17366;Sweet Potato Corn Tortilla Chips;snacks;chips pretzels
17417;Reduced Fat Original Potato Crisps;snacks;chips pretzels
17426;Simply Sea Salted Thick Cut Potato Chips;snacks;chips pretzels
17431;Cool Ranch Flavored Tortilla Chips;snacks;chips pretzels
17484;Thin And Crispy Corn Tortilla Chips;snacks;chips pretzels
17492;Simply Toasted Crunchy Coconut Chips;snacks;chips pretzels
17512;Smoky Maple Rice Chips;snacks;chips pretzels
17661;Kettle Cooked Waffle Cut Sea Salt Potato Chips;snacks;chips pretzels
17676;White Fudge Covered Pretzels;snacks;chips pretzels
17688;Barbeque Kettle Cooked Flavor Potato Chips;snacks;chips pretzels
17733;Fajita Scoops;snacks;chips pretzels
17777;Specials Sourdough Pretzels Extra Dark;snacks;chips pretzels
17791;White Corn Tortilla Strips;snacks;chips pretzels
17835;Thin & Light Tortilla Chips;snacks;chips pretzels
17841;Pretzel Pieces 50% Less Fat Everything;snacks;chips pretzels
17885;Organic Baked Sour Cream & Onion Potato Chips;snacks;chips pretzels
17919;Braided Honey Wheat Pretzels;snacks;chips pretzels
17979;Small Batch Authentic Taqueria Tortilla Chips;snacks;chips pretzels
18048;"Pretzel \""Shells\""";snacks;chips pretzels
18121;Jalapenos With Sea Salt;snacks;chips pretzels
18200;Aged White Cheddar Gluten-Free Baked Rice And Corn Puffs;snacks;chips pretzels
18288;Sea Salt Potato Chips;snacks;chips pretzels
18368;Multigrain Blue Tortilla Chips With Sea Salt & Chia Seeds;snacks;chips pretzels
18398;Honey BBQ Potato Chips;snacks;chips pretzels
18506;Gluten-Free Roasted Garlic Potato Chips;snacks;chips pretzels
18700;Multi-Grain Splits Pretzels;snacks;chips pretzels
18721;Baked Rice and Corn Puffs, Aged White Cheddar;snacks;chips pretzels
18765;Santa Fe Barbecue Rice Chips MWO Rice Chips;snacks;chips pretzels
18813;Cool Ranch Chips;snacks;chips pretzels
18915;Real Vegetable Chips Sweets & Carrots;snacks;chips pretzels
18935;Specials Sourdough Pretzels;snacks;chips pretzels
19006;Dark Chocolate Pretzels with Sea Salt;snacks;chips pretzels
19017;Sweet Potato Chips;snacks;chips pretzels
19026;New Orleans Kettle Style Salt & Vinegar Potato Chips;snacks;chips pretzels
19034;Green Bean Chips;snacks;chips pretzels
19051;Pita Chips, Simply Naked, Party Size;snacks;chips pretzels
19054;Gluten Free Honey Mustard Pretzels;snacks;chips pretzels
19180;Vegetable Chips, Taro, Sea Salt;snacks;chips pretzels
19188;Tortillas Southwestern Ranch Tortilla Crisps;snacks;chips pretzels
19240;Organic Fuji Red Apple Chips;snacks;chips pretzels
19284;Organic Ancient Spice Thins;snacks;chips pretzels
19328;Gluten Free Sesame Ring Pretzels;snacks;chips pretzels
19339;Lemon & Olive Oil Kale Chips;snacks;chips pretzels
19380;Party Mix Barrel;snacks;chips pretzels
19381;All Natural Pressels Pretzel Chips Everything;snacks;chips pretzels
19386;Special Request Roasted Garlic Rye Chips;snacks;chips pretzels
19495;Variety Pack Snack Stacks;snacks;chips pretzels
19574;Organic Tortilla Chips Blue Corn With Flax;snacks;chips pretzels
19611;Organic Spelt Pretzels;snacks;chips pretzels
19624;Plain Tortilla Strips;snacks;chips pretzels
19643;Lay's Wavy Original Potato Chips Family Size;snacks;chips pretzels
19734;Classic Mix Variety;snacks;chips pretzels
19747;Gluten Free Cheese Balls;snacks;chips pretzels
19752;Dark Chocolate Peppermint;snacks;chips pretzels
19800;All Natural Unsalted Donkey Authentic Tortilla Chips;snacks;chips pretzels
19843;Oven Baked Sour Cream & Onion Flavored Potato Crisps;snacks;chips pretzels
19863;Classic Potato Chips;snacks;chips pretzels
19927;Cheddar Jalapeno Crunchy Cheese Flavored Snacks;snacks;chips pretzels
19958;Peanut Butter Filled Pretzel;snacks;chips pretzels
20009;Mild Pico De Gallo Bean and Rice Chips;snacks;chips pretzels
20053;Clasico Crispy Yellow Corn Tortilla Chips;snacks;chips pretzels
20076;RRRuffles Have Ridges Reduced Fat Potato Chips;snacks;chips pretzels
20081;Sea Salt Mini Popcorn;snacks;chips pretzels
20118;Krinkle Cut Sea Salt Potato Chips;snacks;chips pretzels
20122;Barbecue Bean & Rice Chips;snacks;chips pretzels
20154;Lightly Salted Corn Chips;snacks;chips pretzels
20232;Onion Flavor Chomperz Crunchy Seaweed Chips;snacks;chips pretzels
20281;Scoops! Corn Snacks;snacks;chips pretzels
20580;Original Real Vegetable Chips;snacks;chips pretzels
20603;Sunchips 6 Ct Cheddar Singles;snacks;chips pretzels
20690;Multigrain Onion & Garlic Quinoa Crisps;snacks;chips pretzels
20701;Dinamita Tortilla Chips Chile Limon;snacks;chips pretzels
20782;Cinnamon Banana Chip Clusters;snacks;chips pretzels
20820;Restaurante Tostados Tortilla Chips;snacks;chips pretzels
20822;Real Vegetable Chips Spiced Sweets;snacks;chips pretzels
20832;Potato Chips, Original Lightly Salted;snacks;chips pretzels
20866;White Corn Chip Bowls;snacks;chips pretzels
20890;Baked Grilled Cheese Corn Puffs;snacks;chips pretzels
20948;Grab And Go! Stack Potato Crisps Sour Cream & Onion Flavored;snacks;chips pretzels
20999;Pounder Pretzel Bonus Nibblers;snacks;chips pretzels
21024;Simply Blue Corn Tortilla Chips;snacks;chips pretzels
21073;Ridge Cheddar And Sour Cream;snacks;chips pretzels
21076;Pretzel Sandwiches Cheddar Cheese;snacks;chips pretzels
21087;Loaded Bacon & Cheddar Potato Skins;snacks;chips pretzels
21096;Sea Salt Kettle Cooked Potato Chips;snacks;chips pretzels
21122;Original Guacachip Guacamole Flavored Tortilla Chips;snacks;chips pretzels
21144;Grab & Go Classic Hummus With Pretzel Crisps;snacks;chips pretzels
21169;Chile Picante Plantain Chips;snacks;chips pretzels
21218;Baked Organic Cheddar Cheese Corn Snack;snacks;chips pretzels
21284;Crunchy Cheese Curls;snacks;chips pretzels
21290;Buffalo Bleu Krinkle Cut Potato Chips;snacks;chips pretzels
21301;Tiny Twists Pretzels, Original;snacks;chips pretzels
21309;Plentils Crunchy Margherita Pizza Lentil Chips;snacks;chips pretzels
21328;40% Less Fat Kettle Cooked Aged White Cheddar & Sour Cream Potato Chips;snacks;chips pretzels
21376;Pretzel Crisps Original Deli Style Pretzel Crackers;snacks;chips pretzels
21589;Quinoa Sticks, Ancient Grains, Sweet Onion;snacks;chips pretzels
21766;Quinoa Chips Barbeque;snacks;chips pretzels
21909;Raw Cheddar Chips;snacks;chips pretzels
21918;Avocado Oil Jalapeno Chips;snacks;chips pretzels
21939;Roasted Coconut Chips;snacks;chips pretzels
22017;Honey Wheat Braided Twists;snacks;chips pretzels
22018;Extra Large Black Bean Tostitos Chips;snacks;chips pretzels
22049;Organic Blue Corn Tortila Chips;snacks;chips pretzels
22223;Sweet Mesquite Barbecue Kettle Cooked Potato Chips;snacks;chips pretzels
22425;Hickory Honey Barbeque Baked Potato Chips;snacks;chips pretzels
22453;Rip-L Triple Pack Potato Chips;snacks;chips pretzels
22469;Nacho Cheese Flavored Tortilla Chips;snacks;chips pretzels
22477;Family Size Sour Cream & Onion Flavored Potato Chips;snacks;chips pretzels
22545;Pretzels;snacks;chips pretzels
22793;Lentil Chips, Spicy Sriracha;snacks;chips pretzels
22826;Gluten-Free Chipotle BBQ Black Bean Chips;snacks;chips pretzels
22876;Potato Chips w/ Himalayan Pink Salt;snacks;chips pretzels
22976;Jacked Ranch Hot Chips;snacks;chips pretzels
23024;Pretzels Touch of Honey;snacks;chips pretzels
23040;Guac-A-Mole Corn Tortilla Chips;snacks;chips pretzels
23042;Real Vegetable Chips, Tropical;snacks;chips pretzels
23053;Garlic Parmesan Pretzel Thins;snacks;chips pretzels
23066;Restaurante Style Blue Corn Premium Tortilla Chips;snacks;chips pretzels
23079;Cheddar Quinoa Chips;snacks;chips pretzels
23179;Butter Puffcorn;snacks;chips pretzels
23204;Cantina Traditional Tortilla Chips;snacks;chips pretzels
23308;Sensible Portions Veggie Straws Ranch 7oz;snacks;chips pretzels
23462;Sweet & Salty Salted Caramel Pretzel Pieces;snacks;chips pretzels
23491;Sea Salt Vegetable Chips;snacks;chips pretzels
23645;Sour Cream & Onion Potato Chips;snacks;chips pretzels
23703;Wild Rice Snack Sticks;snacks;chips pretzels
23758;Cheese Fix Party Size;snacks;chips pretzels
23886;Crunchy Treasures Aged White Cheddar Puffs;snacks;chips pretzels
23914;BBQ Crunchy Corn Kernels;snacks;chips pretzels
24037;Cheese Fix Flavored Snack Mix;snacks;chips pretzels
24111;Mesquite Bar-B-Q Potato Chips;snacks;chips pretzels
24117;Potato Chips Cheddar & Sour Cream Flavored Party Size!;snacks;chips pretzels
24179;Real Vegetable Chips, Sweets & Beets;snacks;chips pretzels
24241;Corn Thins, Organic, Sesame;snacks;chips pretzels
24248;Popped Chip Snack, Cheddar & Sour Cream Potato;snacks;chips pretzels
24366;Potato Chips, Reduced Fat, Lightly Salted;snacks;chips pretzels
24373;Mediterranean Vegetable Chips;snacks;chips pretzels
24476;Salt & Pepper Potato Chips;snacks;chips pretzels
24498;Broccoli Cauliflower & Carrot Ranch Crunch Snack Mix;snacks;chips pretzels
24499;Clasico Nacho Chipotle Tortilla Chips;snacks;chips pretzels
24509;Pretzels Braided Twists Multigrain;snacks;chips pretzels
24640;Ranch Crunchy Corn Snack;snacks;chips pretzels
24655;Nacho Cheese Flavor Crispy Corn Snacks;snacks;chips pretzels
24809;Sriracha Rice Chips;snacks;chips pretzels
24826;Braided Twist Honey Wheat;snacks;chips pretzels
24828;Krunchers Original Kettle Cooked Chips;snacks;chips pretzels
24841;Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs;snacks;chips pretzels
24842;Honey Wheat Pretzel Sticks;snacks;chips pretzels
24884;Kettle Chips, Avocado Oil, Sea Salt;snacks;chips pretzels
24930;Rosemary & Olive Oil Kettle Cooked Potato Chips;snacks;chips pretzels
24952;Tortilla Chips, Corn, Red Hot Blues;snacks;chips pretzels
24957;Roasted Giant Corn;snacks;chips pretzels
25118;All Dressed;snacks;chips pretzels
25234;Flamin' Hot Limon Crunchy Cheese Flavored Snacks;snacks;chips pretzels
25235;Hummus Chips, Roasted Red Pepper;snacks;chips pretzels
25267;Salt & Vinegar Kettle Cooked Potato Chips;snacks;chips pretzels
25313;Potato Stix;snacks;chips pretzels
25404;Kettle Cooked Potato Chips, Sea Salt;snacks;chips pretzels
25565;Jumbo Cheese Puffs;snacks;chips pretzels
25744;Kettle Cooked Potato Chips Garlic Dill Pickle;snacks;chips pretzels
25786;Restaurante Style Original Premium Tortilla Chips;snacks;chips pretzels
25810;Rip-L Potato Chips Twin Pack;snacks;chips pretzels
25824;Pita Chips Simply Naked;snacks;chips pretzels
25843;Maple Bacon Potato Chips;snacks;chips pretzels
25933;Kettle Cooked Aged White Cheddar & Sour Cream Potato Chips;snacks;chips pretzels
25939;Kettle Cooked Kosher Dill Potato Chips;snacks;chips pretzels
25952;Original Potato Chips;snacks;chips pretzels
26084;Organic Yellow Corn Sea Salt Tortilla Chips;snacks;chips pretzels
26093;Soy Crisps Lightly Salted;snacks;chips pretzels
26182;Blue Corn & Red Lentil Protein MultiGrain & Seed Chips;snacks;chips pretzels
26254;Corn Snack, Hot Chili Pepper & Lime, Takis;snacks;chips pretzels
26304;Cheese Balls;snacks;chips pretzels
26308;Soft Pretzel Bites;snacks;chips pretzels
26351;Gluten Free Mini Pretzels;snacks;chips pretzels
26394;Kettle Cooked Sea Salt & Vinegar;snacks;chips pretzels
26421;Organic Sea Salt Seaweed Chips;snacks;chips pretzels
26432;Sour Cream & Onion Potato Crisps;snacks;chips pretzels
26451;Blues Real Vegetable Chips;snacks;chips pretzels
26482;Real Vegetable Chips BBQ Sweets;snacks;chips pretzels
26576;Yellow Corn Tortilla Chips;snacks;chips pretzels
26592;Wasabi Seaweed Chips;snacks;chips pretzels
26593;Lightly Salted Potato Crisps;snacks;chips pretzels
26637;Sour Cream & Onion Flavor Protein Chips;snacks;chips pretzels
26649;Gluten Free Hot Buffalo Wing Pretzel Sticks;snacks;chips pretzels
26698;Sourdough Hard Pretzels Fat Free;snacks;chips pretzels
26795;Snack Mix Original Recipe;snacks;chips pretzels
26873;Kettle Cooked Olive Oil Potato Chips;snacks;chips pretzels
26885;Luau BBQ Potato Chips;snacks;chips pretzels
26912;40% Less Fat Salt & Fresh Ground Pepper Potato Chips;snacks;chips pretzels
26981;Bean & Rice Chips Nacho;snacks;chips pretzels
27073;Cheddar Flavored Wavy Potato Chips;snacks;chips pretzels
27147;White Corn Tortilla Chips;snacks;chips pretzels
27163;Spicy Nacho Tortilla Chips;snacks;chips pretzels
27309;Original Baked Shrimp Chips;snacks;chips pretzels
27404;Frito Party Mix Multi Pack;snacks;chips pretzels
27470;Organic Kale Chips;snacks;chips pretzels
27471;Parmesan Garlic Pita Chips;snacks;chips pretzels
27535;Sunchips Sweet And Spicy Bbq 10.5oz;snacks;chips pretzels
27555;Organic Dried Granny Apple Chips;snacks;chips pretzels
27578;Sweet Potato Skinny Stick Snacks;snacks;chips pretzels
27592;Smart Puffs Baked Cheese Puffs Real Cheddar;snacks;chips pretzels
27604;Potato Chips Red Hot Flavored Family Size;snacks;chips pretzels
27605;Oven Baked Original Potato Chips;snacks;chips pretzels
27623;Veggie Harvest Homestyle Tomato Herb and Cheese Veggie & Whole Grain Snacks;snacks;chips pretzels
27838;Original Sea Salt & Black Pepper Bagel Crisps;snacks;chips pretzels
27879;Stripes & Blues Sea Salt Vegetable Chips;snacks;chips pretzels
27923;Disney Mickey Shaped Veggie Chips;snacks;chips pretzels
27949;Avocado Oil Canyon Cut Kettle Cooked Potato Chips Sea Salt;snacks;chips pretzels
27980;Sea Salt Hummus Chips;snacks;chips pretzels
28085;Jalapeno Jack Potato Chips;snacks;chips pretzels
28114;Low Sodium Family Pack Ruffled Potato Chips;snacks;chips pretzels
28266;Party Size! Cantina Traditional Tortilla Chips;snacks;chips pretzels
28290;Kale Flavored Corn Tortilla Chips;snacks;chips pretzels
28322;Dill Pickle Potato Chips;snacks;chips pretzels
28346;Barbecue Egg White Chips;snacks;chips pretzels
28473;Wavy Original Potato Chips;snacks;chips pretzels
28571;Pretzel Rods;snacks;chips pretzels
28580;All Natural Sesame Baked Pita Chips;snacks;chips pretzels
28603;Lightly Salted Chickpea Chips;snacks;chips pretzels
28647;Nacho Cheese Tortilla Chips;snacks;chips pretzels
28670;Lentil Chips, Himalayan Pink Salt;snacks;chips pretzels
28738;Unbeatable Blues;snacks;chips pretzels
28859;Sesame Seaweed Rice Chips;snacks;chips pretzels
28901;Sea Salt Veggie Straws;snacks;chips pretzels
29060;Tangy Buffalo Wing Flavored Potato Crisps;snacks;chips pretzels
29102;Gluten-Free Sriracha Veggie Chips;snacks;chips pretzels
29117;Organic Gluten Free Sea Salt by the Seashore Multigrain Tortilla Chips;snacks;chips pretzels
29166;Fat Free Unsalted Mini Pretzels;snacks;chips pretzels
29169;Sea Salt & Cracked Pepper Potato Chips;snacks;chips pretzels
29201;Pretzels Sesame Baked Not Fried;snacks;chips pretzels
29279;No Salt Potato Chips;snacks;chips pretzels
29385;RIP-L Family Pack Potato Chips;snacks;chips pretzels
29400;Wasabi Ginger Kettle Chips;snacks;chips pretzels
29483;Aged Cheddar & Black Pepper Lattice Cut Kettle Cooked Potato Chips;snacks;chips pretzels
29501;Honey Dijon Rice Chips MWO Rice Chips;snacks;chips pretzels
29513;Tapatio Limon;snacks;chips pretzels
29533;Regular Flavor Potato Chips;snacks;chips pretzels
29575;Real Exotic Potato Vegetable Chips;snacks;chips pretzels
29626;Crunchy Cheetos Club Pack;snacks;chips pretzels
29698;Snack Stacks! Original Potato Crisps;snacks;chips pretzels
29729;Kettle Chips Multipack Original Reduced Fat;snacks;chips pretzels
29813;Crunchy Kale Chips;snacks;chips pretzels
29836;Salted Sesame Sticks;snacks;chips pretzels
29866;Original inka Corn;snacks;chips pretzels
29870;Popped Gluten Free Caramel Corn Rice Crisps;snacks;chips pretzels
29876;Stax Cheddar Potato Crisps;snacks;chips pretzels
29877;MultiGrain & Seed Chips, Superfood, Sweet Potato, Hemp & Buckwheat;snacks;chips pretzels
29944;Sriracha Potato Chips;snacks;chips pretzels
29962;Kettle Cooked Sweet Hawaiian Onion Potato Chips;snacks;chips pretzels
29966;Cantina Thins Tortilla Chips;snacks;chips pretzels
29995;Bold Mix Variety Pack;snacks;chips pretzels
30026;Santa Fe Barbecue Rice Chips;snacks;chips pretzels
30045;Just Crisps Russian Rye;snacks;chips pretzels
30117;Salted Peanut Butter Filled Pretzels;snacks;chips pretzels
30224;Potato Crisps, Original;snacks;chips pretzels
30293;Pita Chips, Baked, Parmesan Garlic & Herb Flavored;snacks;chips pretzels
30375;Vending Pack Flaming Hot Cheetos Bags;snacks;chips pretzels
30430;Reduced Fat Sea Salt Potato Chips;snacks;chips pretzels
30461;Organic Multigrain Mild Green Mojo Tortilla Chips;snacks;chips pretzels
30503;Original Salted Kettle Style Tortilla Chips;snacks;chips pretzels
30553;Original Snack Mix 40 Ounce;snacks;chips pretzels
30575;Flamin' Hot Flavored Corn Chips;snacks;chips pretzels
30725;Reduce Fat Yellow Chips;snacks;chips pretzels
30738;Milk Chocolate Pretzel Dips;snacks;chips pretzels
30784;Organic Restaurant Style  Sea Salt & Lime Tortilla Chips;snacks;chips pretzels
30792;Reduced Fat Kettle Cooked Cream Cheese & Chive Potato Chips;snacks;chips pretzels
30805;Sea Salt Chips;snacks;chips pretzels
30837;Reduced Fat Whole Grain The Pounder Tortilla Chips;snacks;chips pretzels
30936;Tortilla Chips, Original;snacks;chips pretzels
30937;RIP-L Potato Chips;snacks;chips pretzels
30958;Honey Mustard and Onion Pretzels Pieces;snacks;chips pretzels
30964;Super 4 Snacks White Bean, Quinoa, Lentil, Chia Cheesy Nacho Baked Bean Bites;snacks;chips pretzels
30976;Goldfish Saltine Organic Otg;snacks;chips pretzels
31007;Tortilla Chips, Corn, Pico de Gallo;snacks;chips pretzels
31022;Original Kettle Cooked Potato Chips;snacks;chips pretzels
31040;Sea Salt Pita Chips;snacks;chips pretzels
31078;Organic Jalapeno Kettle Chips;snacks;chips pretzels
31164;Original Flavor Crispy Corn Snacks;snacks;chips pretzels
31190;Pita Chips, Sea Salt;snacks;chips pretzels
31236;Premium Soft Pretzel Bites;snacks;chips pretzels
31238;Blue Corn Tortilla Chips;snacks;chips pretzels
31351;Salted Pretzels Rounds;snacks;chips pretzels
31394;100 Calorie Pretzels Packs;snacks;chips pretzels
31401;Baked Cheetos Flamin Hot 7.6oz;snacks;chips pretzels
31582;Mix Potato Chips Variety Pack;snacks;chips pretzels
31603;Totally Natural Kettle Cooked Chips With 60% Less Sodium;snacks;chips pretzels
31605;Cheese Curls;snacks;chips pretzels
31630;Pepperoncini Potato Chips;snacks;chips pretzels
31693;Veggie Stix Sea Salt;snacks;chips pretzels
31697;Mild Hot Tortilla Chips;snacks;chips pretzels
31708;Organic Black Bean Tortilla Chips;snacks;chips pretzels
31724;Mini Yellow Rounds Corn Tortilla Chips;snacks;chips pretzels
31778;Oven Baked Cheddar & Sour Cream Potato Crisps;snacks;chips pretzels
31802;Simply Naked Bagel Chips;snacks;chips pretzels
31848;Mini Pretzels;snacks;chips pretzels
31872;Totopos de Maiz Mexican Style Thin & Crispy Salted Tortilla Chips;snacks;chips pretzels
31919;Bar-B-Q Corn Chips;snacks;chips pretzels
31952;Crunchy Baked Corn Sticks;snacks;chips pretzels
31956;Cheddar And Sour Cream;snacks;chips pretzels
31974;Cinnamon Sugar Cookie Chips;snacks;chips pretzels
32183;Tortilla Chips Blue Corn;snacks;chips pretzels
32260;Rich Chili Chips;snacks;chips pretzels
32321;Minis Cheddar  Pretzel Crackers;snacks;chips pretzels
32332;Kettle Classics Original Potato Chips;snacks;chips pretzels
32521;Honey Mustard and Onion Seasoned Sourdough Nibblers;snacks;chips pretzels
32570;Black Pepper Snapea Crisps;snacks;chips pretzels
32572;Cashew Almond Pistachio Mix;snacks;chips pretzels
32573;Pretzel Sticks;snacks;chips pretzels
32612;Mix Ups Cheezy Salsa Mix Flavored Snack Mix;snacks;chips pretzels
32618;Toasted Cheddar;snacks;chips pretzels
32673;Wasabi  Rice Chips;snacks;chips pretzels
32696;Naan Chips Sea Salt;snacks;chips pretzels
32756;Party Size Spicy Corn Chips;snacks;chips pretzels
32774;Kettle Cooked Lattice Cut Roasted Garlic & Sea Salt Potato Chips;snacks;chips pretzels
32822;Mesquite Bbq Crisps;snacks;chips pretzels
32925;Potato Chips Kettle Cooked Waffle Cut Barbeque Ranch;snacks;chips pretzels
32988;Natural Foods Olive Oil Potato Chips Sea Salt;snacks;chips pretzels
32996;Turbana Sweet Plantain Chips;snacks;chips pretzels
32998;Flamin' Hot Puffcorn;snacks;chips pretzels
33013;Crispy Ridges Lay's Ridges;snacks;chips pretzels
33047;Bonus Bag Restaurant Style Tortilla Chips;snacks;chips pretzels
33056;Stacy's Multigrain Pita Chips;snacks;chips pretzels
33112;Krinkle Cut Carolina BBQ Potato Chips;snacks;chips pretzels
33236;Sprouted Blues Corn Tortilla Chips;snacks;chips pretzels
33277;Purple Corn Tortilla Chips;snacks;chips pretzels
33306;Bonus Bag White Corn Tortilla Chips;snacks;chips pretzels
33334;Peanut Butter Crunch;snacks;chips pretzels
33361;Crunchy Flamin' Hot Cheese Flavored Snacks;snacks;chips pretzels
33362;Chicharrones Pork Rinds;snacks;chips pretzels
33484;Spicy Thai Potato Chips;snacks;chips pretzels
33488;Flamin' Hot Onion Flavored Rings;snacks;chips pretzels
33579;Potato Chips, Avocado Oil, Kettle Style, Barcelona Barbecue;snacks;chips pretzels
33627;Mix Popcorn;snacks;chips pretzels
33647;Blue Chips Corn Tortilla Chips;snacks;chips pretzels
33651;Harvest Cheddar Multigrain Chips;snacks;chips pretzels
33691;Hotter 'n Hot Jalapeno Potato Chips;snacks;chips pretzels
33705;New York Cheddar Potato Chips;snacks;chips pretzels
33788;Yellow Tortilla Chips;snacks;chips pretzels
33813;Multi Grain Sea Salt Tortilla Chips;snacks;chips pretzels
33826;Apple Cinnamon Walnut Crisps;snacks;chips pretzels
33843;Baked Snacks Cheddar Cheese Pretzel;snacks;chips pretzels
33945;Regular Chips;snacks;chips pretzels
33993;Jalapeño Heat Potato Chips;snacks;chips pretzels
34006;Curly Waves Potato Chips;snacks;chips pretzels
34094;Buffalo Wing Deli Style Pretzel Crackers;snacks;chips pretzels
34160;of Hanover 100 Calorie Pretzels Mini;snacks;chips pretzels
34182;Olive Tortilla Chips;snacks;chips pretzels
34309;Cafe Style Tortilla Chips;snacks;chips pretzels
34420;Snack Mix Sweet Peanut Butter Crunch;snacks;chips pretzels
34430;Sea Salt & Vinegar Kettle Cooked Potato Chips;snacks;chips pretzels
34431;Original Wavy Potato Chips Party Size;snacks;chips pretzels
34629;Kettle Cooked Roasted Black Garlic Potato Chips;snacks;chips pretzels
34715;Nacho Cheese Tortilla Chip Bags;snacks;chips pretzels
34729;Gluten-Free Better Cheddar Pinto Bean Chips;snacks;chips pretzels
34752;Tortilla Chips Classic Yellow & Blue Family Value Pack;snacks;chips pretzels
34758;Cheddar Beer Potato Chips;snacks;chips pretzels
34820;Kettle Cooked Potato Chips Jalapeno Flavored;snacks;chips pretzels
34830;Tini Twists Pretzels;snacks;chips pretzels
34862;Tiny Twists Pretzels;snacks;chips pretzels
34920;Just Crisps, Caesar;snacks;chips pretzels
34933;Corn Puffs;snacks;chips pretzels
34966;Tortilla Chips Organic Restaurant Style Purple Corn;snacks;chips pretzels
35029;Salt And Vinegar;snacks;chips pretzels
35111;Hot Chili Lime Puffs;snacks;chips pretzels
35171;Cheddar Cheese Crisps;snacks;chips pretzels
35227;Bagel Chips, Everything;snacks;chips pretzels
35272;Jalapeno Tortilla Chips;snacks;chips pretzels
35301;Sweet Potatoes Tortilla Chips;snacks;chips pretzels
35329;Jalapeno Pretzel Pieces;snacks;chips pretzels
35354;White Bean Bites;snacks;chips pretzels
35393;Puffs, White Cheddar;snacks;chips pretzels
35525;Barbeque Baked Fries;snacks;chips pretzels
35537;Sea Salt Garden Veggie Chips;snacks;chips pretzels
35561;Organic Tortilla Chips;snacks;chips pretzels
35588;Organics Tortilla Chips Blue Corn;snacks;chips pretzels
35795;Mexican Restaurant Style Corn Tortilla Chips;snacks;chips pretzels
35880;Chile & Lime $2 Only Puffed Wheat Snacks;snacks;chips pretzels
35909;Garden Salsa Multigrain Chips;snacks;chips pretzels
35974;Original Plantain Chips;snacks;chips pretzels
35999;Flavor Twists Honey BBQ Corn Snacks;snacks;chips pretzels
36000;Santitas Tortilla Chips 14.5 Oz;snacks;chips pretzels
36076;Everything Deli Style Pretzel Crisps Crackers;snacks;chips pretzels
36102;Lentil Chips Baked Cucumber Dill;snacks;chips pretzels
36165;Homemade Corn Chips;snacks;chips pretzels
36227;Sour Cream & Onion Flavored Potato Crisps;snacks;chips pretzels
36440;Artisan Black Bean;snacks;chips pretzels
36464;Jalapeno & Cheddar Potato Chips;snacks;chips pretzels
36482;Corn Sweet Potato Tortilla Chips;snacks;chips pretzels
36561;Sea Salt & Vinegar Kettle Chips;snacks;chips pretzels
